Latitude (decimal degrees):	38.246
Longitude (decimal degrees):	-0.807
Elevation (m):	120
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190413:2010,0.0,0.0,0.0,16.32,1.45,0.0
20190413:2110,0.0,0.0,0.0,14.51,1.24,0.0
20190413:2210,0.0,0.0,0.0,13.15,1.24,0.0
20190413:2310,0.0,0.0,0.0,11.88,1.45,0.0
20190414:0010,0.0,0.0,0.0,10.44,1.72,0.0
20190414:0110,0.0,0.0,0.0,9.42,1.93,0.0
20190414:0210,0.0,0.0,0.0,8.83,2.07,0.0
20190414:0310,0.0,0.0,0.0,8.65,2.14,0.0
20190414:0410,0.0,0.0,0.0,8.73,2.28,0.0
20190414:0510,0.0,0.0,0.0,9.03,2.48,0.0
20190414:0610,21.39,49.45,7.03,9.57,2.48,0.0
20190414:0710,199.59,270.19,18.79,12.63,2.14,0.0
20190414:0810,414.0,517.68,30.45,17.94,2.55,0.0
20190414:0910,583.88,736.5,41.59,21.32,3.38,0.0
20190414:1010,721.23,934.8,51.5,23.8,3.52,0.0
20190414:1110,773.84,1029.95,58.74,25.65,3.1,0.0
20190414:1210,812.56,1098.82,61.14,26.97,2.97,0.0
20190414:1310,783.42,1058.2,57.56,27.91,2.97,0.0
20190414:1410,686.41,913.22,49.6,28.44,3.03,0.0
20190414:1510,543.05,710.03,39.35,28.69,3.24,0.0
20190414:1610,357.57,469.68,28.06,28.13,3.86,0.0
20190414:1710,143.68,219.12,16.35,26.2,4.14,0.0
20190414:1810,8.22,21.72,4.6,24.46,3.38,0.0
20190414:1910,0.0,0.0,0.0,21.62,2.55,0.0
20190414:2010,0.0,0.0,0.0,20.32,1.59,0.0
20190414:2110,0.0,0.0,0.0,19.62,0.83,0.0
20190414:2210,0.0,0.0,0.0,19.95,0.76,0.0
20190414:2310,0.0,0.0,0.0,17.78,1.17,0.0
20190415:0010,0.0,0.0,0.0,16.24,1.45,0.0
20190415:0110,0.0,0.0,0.0,14.92,1.52,0.0
20190415:0210,0.0,0.0,0.0,14.3,1.45,0.0
20190415:0310,0.0,0.0,0.0,13.75,1.38,0.0
20190415:0410,0.0,0.0,0.0,13.28,1.45,0.0
20190415:0510,0.0,0.0,0.0,12.66,1.52,0.0
20190415:0610,25.01,51.03,7.3,12.43,1.72,0.0
20190415:0710,151.2,203.73,19.06,15.8,1.86,0.0
20190415:0810,396.89,497.71,30.73,19.11,2.9,0.0
20190415:0910,556.18,697.25,41.89,20.71,3.59,0.0
20190415:1010,707.26,902.69,51.82,22.13,4.0,0.0
20190415:1110,799.1,1035.4,59.1,23.13,4.28,0.0
20190415:1210,819.87,1066.83,61.5,23.57,4.41,0.0
20190415:1310,776.35,1006.51,57.86,23.63,4.21,0.0
20190415:1410,682.86,876.43,49.83,23.54,3.86,0.0
20190415:1510,428.1,540.66,39.55,22.73,3.59,0.0
20190415:1610,140.13,187.82,28.23,21.5,3.17,0.0
20190415:1710,141.26,208.33,16.51,20.98,2.69,0.0
20190415:1810,10.2,24.44,4.77,19.9,2.28,0.0
20190415:1910,0.0,0.0,0.0,17.57,1.79,0.0
20190415:2010,0.0,0.0,0.0,16.61,1.17,0.0
20190415:2110,0.0,0.0,0.0,15.36,0.9,0.0
20190415:2210,0.0,0.0,0.0,15.73,0.28,0.0
20190415:2310,0.0,0.0,0.0,14.92,0.83,0.0
20190416:0010,0.0,0.0,0.0,13.0,1.24,0.0
20190416:0110,0.0,0.0,0.0,11.91,1.45,0.0
20190416:0210,0.0,0.0,0.0,11.3,1.59,0.0
20190416:0310,0.0,0.0,0.0,10.88,1.72,0.0
20190416:0410,0.0,0.0,0.0,10.55,1.86,0.0
20190416:0510,0.0,0.0,0.0,10.28,1.93,0.0
20190416:0610,22.68,53.85,7.57,10.27,1.86,0.0
20190416:0710,202.77,274.46,19.32,13.47,1.66,0.0
20190416:0810,427.47,535.25,31.0,18.3,2.62,0.0
20190416:0910,597.74,759.43,42.18,20.49,2.41,0.0
20190416:1010,710.15,945.08,52.14,22.21,1.31,0.0
20190416:1110,785.01,1056.64,59.46,23.32,1.86,0.0
20190416:1210,754.55,984.78,61.85,23.66,3.72,0.0
20190416:1310,731.78,939.05,58.16,23.09,4.62,0.0
20190416:1410,692.69,873.0,50.07,21.8,5.03,0.0
20190416:1510,569.36,707.49,39.74,20.74,4.83,0.0
20190416:1610,363.98,458.22,28.4,20.04,4.55,0.0
20190416:1710,149.53,219.19,16.68,18.84,4.41,0.0
20190416:1810,10.96,25.34,4.94,17.28,4.0,0.0
20190416:1910,0.0,0.0,0.0,15.57,2.83,0.0
20190416:2010,0.0,0.0,0.0,14.9,2.0,0.0
20190416:2110,0.0,0.0,0.0,14.32,1.52,0.0
20190416:2210,0.0,0.0,0.0,13.54,1.38,0.0
20190416:2310,0.0,0.0,0.0,12.77,1.45,0.0
20190417:0010,0.0,0.0,0.0,12.24,1.52,0.0
20190417:0110,0.0,0.0,0.0,11.63,1.52,0.0
20190417:0210,0.0,0.0,0.0,11.26,1.38,0.0
20190417:0310,0.0,0.0,0.0,10.96,1.31,0.0
20190417:0410,0.0,0.0,0.0,10.63,1.31,0.0
20190417:0510,0.0,0.0,0.0,10.34,1.31,0.0
20190417:0610,28.4,55.42,7.83,10.28,1.31,0.0
20190417:0710,190.61,254.95,19.59,12.94,1.66,0.0
20190417:0810,343.07,422.97,31.27,14.89,2.55,0.0
20190417:0910,579.01,716.73,42.47,16.66,2.9,0.0
20190417:1010,735.95,931.0,52.46,18.42,3.31,0.0
20190417:1110,821.41,1052.17,59.81,19.93,4.0,0.0
20190417:1210,858.47,1102.77,62.2,20.76,4.55,0.0
20190417:1310,803.44,1022.31,58.45,21.13,4.97,0.0
20190417:1410,717.24,900.79,50.3,21.09,5.1,0.0
20190417:1510,456.93,566.73,39.93,20.8,5.17,0.0
20190417:1610,380.32,478.18,28.57,20.15,5.03,0.0
20190417:1710,74.72,108.37,16.84,19.1,4.76,0.0
20190417:1810,12.16,27.15,5.11,17.71,4.07,0.0
20190417:1910,0.0,0.0,0.0,16.18,3.24,0.0
20190417:2010,0.0,0.0,0.0,15.59,2.9,0.0
20190417:2110,0.0,0.0,0.0,15.26,1.86,0.0
20190417:2210,0.0,0.0,0.0,14.77,1.86,0.0
20190417:2310,0.0,0.0,0.0,14.44,2.21,0.0
20190418:0010,0.0,0.0,0.0,14.3,2.62,0.0
20190418:0110,0.0,0.0,0.0,14.44,2.9,0.0
20190418:0210,0.0,0.0,0.0,14.3,3.1,0.0
20190418:0310,0.0,0.0,0.0,13.97,3.52,0.0
20190418:0410,0.0,0.0,0.0,13.73,2.21,0.0
20190418:0510,0.0,0.0,0.0,13.57,2.62,0.0
20190418:0610,13.29,28.38,8.09,13.63,2.97,0.0
20190418:0710,44.49,69.06,19.84,14.49,2.9,0.0
20190418:0810,106.04,142.84,31.53,15.39,3.45,0.0
20190418:0910,119.43,158.92,42.75,16.18,4.07,0.0
20190418:1010,119.99,159.87,52.77,16.44,3.59,0.0
20190418:1110,159.53,207.17,60.16,16.82,2.55,0.0
20190418:1210,248.58,316.12,62.55,18.15,1.86,0.0
20190418:1310,133.54,177.84,58.74,18.11,1.66,0.0
20190418:1410,175.11,227.98,50.53,18.71,1.93,0.0
20190418:1510,71.19,103.11,40.12,18.47,2.07,0.0
20190418:1610,104.09,142.97,28.74,18.73,1.86,0.0
20190418:1710,133.17,192.25,17.0,18.57,0.97,0.0
20190418:1810,5.2,16.29,5.28,17.68,2.0,0.0
20190418:1910,0.0,0.0,0.0,16.12,1.79,0.0
20190418:2010,0.0,0.0,0.0,15.1,1.59,0.0
20190418:2110,0.0,0.0,0.0,14.28,0.97,0.0
20190418:2210,0.0,0.0,0.0,13.45,0.97,0.0
20190418:2310,0.0,0.0,0.0,13.01,1.03,0.0
20190419:0010,0.0,0.0,0.0,12.4,1.17,0.0
20190419:0110,0.0,0.0,0.0,12.39,0.97,0.0
20190419:0210,0.0,0.0,0.0,11.95,1.1,0.0
20190419:0310,0.0,0.0,0.0,11.83,1.31,0.0
20190419:0410,0.0,0.0,0.0,11.97,1.45,0.0
20190419:0510,0.0,0.0,0.0,12.05,1.38,0.0
20190419:0610,31.18,58.23,8.35,11.79,1.31,0.0
20190419:0710,48.76,73.79,20.1,12.4,1.38,0.0
20190419:0810,133.94,174.5,31.79,12.88,1.24,0.0
20190419:0910,126.83,166.49,43.03,13.02,0.9,0.0
20190419:1010,165.86,212.85,53.08,13.49,0.76,0.0
20190419:1110,67.95,97.44,60.5,13.76,0.9,0.0
20190419:1210,80.5,112.57,62.89,14.23,1.1,0.0
20190419:1310,48.81,74.73,59.02,15.29,1.1,0.0
20190419:1410,41.71,66.22,50.75,16.31,0.83,0.0
20190419:1510,92.12,127.71,40.3,16.53,0.69,0.0
20190419:1610,38.8,62.43,28.91,15.75,0.69,0.0
20190419:1710,23.49,42.57,17.17,15.01,0.07,0.0
20190419:1810,10.52,24.44,5.45,14.29,0.41,0.0
20190419:1910,0.0,0.0,0.0,14.16,1.31,0.0
20190419:2010,0.0,0.0,0.0,13.66,1.38,0.0
20190419:2110,0.0,0.0,0.0,13.44,1.59,0.0
20190419:2210,0.0,0.0,0.0,13.52,1.52,0.0
20190419:2310,0.0,0.0,0.0,13.61,1.31,0.0
20190420:0010,0.0,0.0,0.0,13.56,1.52,0.0
20190420:0110,0.0,0.0,0.0,13.62,2.62,0.0
20190420:0210,0.0,0.0,0.0,13.82,4.83,0.0
20190420:0310,0.0,0.0,0.0,13.78,6.62,0.0
20190420:0410,0.0,0.0,0.0,13.56,7.66,0.0
20190420:0510,0.0,0.0,0.0,13.43,8.0,0.0
20190420:0610,14.67,30.27,8.6,13.44,8.07,0.0
20190420:0710,25.96,45.41,20.35,13.42,6.21,0.0
20190420:0810,46.35,70.95,32.05,13.63,6.76,0.0
20190420:0910,40.15,63.38,43.3,13.75,6.34,0.0
20190420:1010,44.72,69.06,53.39,13.92,6.28,0.0
20190420:1110,50.8,76.62,60.84,14.46,6.28,0.0
20190420:1210,102.87,138.11,63.23,14.33,6.0,0.0
20190420:1310,49.21,74.73,59.31,14.62,6.55,0.0
20190420:1410,136.86,177.84,50.97,14.82,5.93,0.0
20190420:1510,74.31,105.0,40.49,15.06,5.86,0.0
20190420:1610,75.12,105.95,29.07,14.94,5.31,0.0
20190420:1710,46.08,70.95,17.33,14.59,4.83,0.0
20190420:1810,4.25,14.48,5.62,14.35,5.38,0.0
20190420:1910,0.0,0.0,0.0,13.94,4.83,0.0
20190420:2010,0.0,0.0,0.0,13.71,4.9,0.0
20190420:2110,0.0,0.0,0.0,13.57,4.83,0.0
20190420:2210,0.0,0.0,0.0,13.37,4.76,0.0
20190420:2310,0.0,0.0,0.0,13.14,4.69,0.0
20190421:0010,0.0,0.0,0.0,12.88,4.55,0.0
20190421:0110,0.0,0.0,0.0,12.5,4.21,0.0
20190421:0210,0.0,0.0,0.0,12.37,4.0,0.0
20190421:0310,0.0,0.0,0.0,12.23,4.14,0.0
20190421:0410,0.0,0.0,0.0,12.28,4.34,0.0
20190421:0510,0.0,0.0,0.0,12.21,4.28,0.0
20190421:0610,12.07,26.49,8.85,12.3,4.0,0.0
20190421:0710,21.66,39.73,20.6,12.9,3.66,0.0
20190421:0810,110.31,146.63,32.3,13.72,4.34,0.0
20190421:0910,76.93,107.84,43.57,14.28,4.9,0.0
20190421:1010,387.48,470.68,53.69,14.34,4.41,0.0
20190421:1110,175.95,223.25,61.18,14.35,4.21,0.0
20190421:1210,103.27,139.06,63.57,14.64,3.93,0.0
20190421:1310,64.78,93.65,59.59,14.69,3.93,0.0
20190421:1410,56.09,83.25,51.19,14.84,4.21,0.0
20190421:1510,51.35,77.57,40.67,15.12,4.41,0.0
20190421:1610,24.96,44.46,29.24,15.37,4.76,0.0
20190421:1710,31.57,52.97,17.49,15.02,3.38,0.0
20190421:1810,6.41,18.1,5.79,14.44,3.24,0.0
20190421:1910,0.0,0.0,0.0,13.37,3.59,0.0
20190421:2010,0.0,0.0,0.0,13.09,3.72,0.0
20190421:2110,0.0,0.0,0.0,13.0,3.86,0.0
20190421:2210,0.0,0.0,0.0,12.9,3.86,0.0
20190421:2310,0.0,0.0,0.0,12.76,3.72,0.0
20190422:0010,0.0,0.0,0.0,12.65,3.79,0.0
20190422:0110,0.0,0.0,0.0,12.63,3.79,0.0
20190422:0210,0.0,0.0,0.0,12.55,3.93,0.0
20190422:0310,0.0,0.0,0.0,12.5,4.07,0.0
20190422:0410,0.0,0.0,0.0,12.45,4.14,0.0
20190422:0510,0.0,0.0,0.0,12.38,4.07,0.0
20190422:0610,7.01,18.92,9.1,12.44,3.93,0.0
20190422:0710,21.0,38.79,20.84,12.39,3.24,0.0
20190422:0810,117.23,154.19,32.55,12.71,3.45,0.0
20190422:0910,70.08,99.33,43.84,12.99,3.52,0.0
20190422:1010,149.22,192.03,53.98,13.75,3.38,0.0
20190422:1110,134.56,175.95,61.51,15.36,4.34,0.0
20190422:1210,237.66,297.54,63.9,16.0,4.0,0.0
20190422:1310,191.52,244.06,59.87,16.07,2.83,0.0
20190422:1410,68.03,98.38,51.41,16.29,2.0,0.0
20190422:1510,68.55,99.33,40.85,17.05,2.0,0.0
20190422:1610,98.49,135.28,29.4,16.96,1.66,0.0
20190422:1710,59.77,88.81,17.65,16.9,1.45,0.0
20190422:1810,15.44,31.68,5.95,15.85,1.72,0.0
20190422:1910,0.0,0.0,0.0,15.82,1.45,0.0
20190422:2010,0.0,0.0,0.0,14.68,1.17,0.0
20190422:2110,0.0,0.0,0.0,13.95,0.9,0.0
20190422:2210,0.0,0.0,0.0,13.42,0.9,0.0
20190422:2310,0.0,0.0,0.0,12.45,1.17,0.0
20190423:0010,0.0,0.0,0.0,11.13,1.59,0.0
20190423:0110,0.0,0.0,0.0,10.16,1.72,0.0
20190423:0210,0.0,0.0,0.0,9.49,1.72,0.0
20190423:0310,0.0,0.0,0.0,8.92,1.72,0.0
20190423:0410,0.0,0.0,0.0,8.76,1.72,0.0
20190423:0510,0.0,0.0,0.0,8.93,1.66,0.0
20190423:0610,22.81,41.02,9.34,9.49,1.52,0.0
20190423:0710,218.93,293.56,21.08,11.76,1.17,0.0
20190423:0810,356.68,446.56,32.79,15.48,0.83,0.0
20190423:0910,500.51,641.15,44.1,17.6,0.28,0.0
20190423:1010,567.57,734.16,54.28,19.02,0.83,0.0
20190423:1110,172.67,226.09,61.84,19.99,2.28,0.0
20190423:1210,399.09,500.48,64.23,20.28,4.0,0.0
20190423:1310,333.77,415.5,60.14,18.81,4.9,0.0
20190423:1410,114.25,153.25,51.63,16.77,4.0,0.0
20190423:1510,319.83,398.06,41.03,16.5,2.07,0.0
20190423:1610,296.01,370.76,29.56,16.6,2.76,0.0
20190423:1710,29.92,51.08,17.81,16.13,3.17,0.0
20190423:1810,17.42,34.39,6.12,15.59,2.62,0.0
20190423:1910,0.0,0.0,0.0,15.2,2.14,0.0
20190423:2010,0.0,0.0,0.0,14.41,2.14,0.0
20190423:2110,0.0,0.0,0.0,13.64,2.62,0.0
20190423:2210,0.0,0.0,0.0,12.67,3.1,0.0
20190423:2310,0.0,0.0,0.0,11.77,3.1,0.0
20190424:0010,0.0,0.0,0.0,10.87,2.9,0.0
20190424:0110,0.0,0.0,0.0,10.08,2.62,0.0
20190424:0210,0.0,0.0,0.0,9.34,2.41,0.0
20190424:0310,0.0,0.0,0.0,8.66,2.21,0.0
20190424:0410,0.0,0.0,0.0,7.96,2.0,0.0
20190424:0510,0.0,0.0,0.0,7.33,2.0,0.0
20190424:0610,30.47,69.75,9.58,7.16,1.79,0.0
20190424:0710,223.21,296.06,21.31,10.42,1.31,0.0
20190424:0810,438.62,537.75,33.03,13.28,2.14,0.0
20190424:0910,641.39,788.24,44.35,14.94,3.1,0.0
20190424:1010,774.56,968.47,54.56,16.17,3.59,0.0
20190424:1110,852.26,1078.38,62.17,17.22,4.07,0.0
20190424:1210,871.02,1108.38,64.56,18.3,4.34,0.0
20190424:1310,829.16,1054.67,60.41,19.16,4.21,0.0
20190424:1410,736.38,923.63,51.84,19.59,4.48,0.0
20190424:1510,591.72,726.43,41.21,18.71,5.17,0.0
20190424:1610,384.67,478.45,29.72,17.64,4.97,0.0
20190424:1710,155.66,228.8,17.97,16.9,4.21,0.0
20190424:1810,14.16,29.87,6.28,15.92,2.76,0.0
20190424:1910,0.0,0.0,0.0,14.63,1.59,0.0
20190424:2010,0.0,0.0,0.0,13.39,0.97,0.0
20190424:2110,0.0,0.0,0.0,12.17,1.17,0.0
20190424:2210,0.0,0.0,0.0,11.27,1.24,0.0
20190424:2310,0.0,0.0,0.0,11.38,0.97,0.0
20190425:0010,0.0,0.0,0.0,10.33,1.1,0.0
20190425:0110,0.0,0.0,0.0,10.4,1.03,0.0
20190425:0210,0.0,0.0,0.0,11.54,0.97,0.0
20190425:0310,0.0,0.0,0.0,11.27,1.31,0.0
20190425:0410,0.0,0.0,0.0,10.57,1.79,0.0
20190425:0510,0.0,0.0,0.0,10.57,2.0,0.0
20190425:0610,40.81,70.91,9.81,11.31,1.93,0.0
20190425:0710,142.39,188.13,21.54,13.99,1.59,0.0
20190425:0810,264.94,331.51,33.27,16.38,2.55,0.0
20190425:0910,403.17,498.92,44.6,17.91,3.45,0.0
20190425:1010,473.43,588.37,54.84,18.45,3.59,0.0
20190425:1110,468.57,584.99,62.49,18.86,3.52,0.0
20190425:1210,487.54,612.12,64.88,20.29,3.86,0.0
20190425:1310,684.99,872.77,60.68,21.13,3.86,0.0
20190425:1410,718.09,912.67,52.05,21.59,4.0,0.0
20190425:1510,496.87,620.79,41.38,21.14,4.14,0.0
20190425:1610,246.89,315.57,29.88,20.66,4.0,0.0
20190425:1710,60.54,90.67,18.12,19.98,3.66,0.0
20190425:1810,7.35,19.91,6.45,18.94,2.97,0.0
20190425:1910,0.0,0.0,0.0,17.66,2.69,0.0
20190425:2010,0.0,0.0,0.0,16.45,2.62,0.0
20190425:2110,0.0,0.0,0.0,15.34,2.83,0.0
20190425:2210,0.0,0.0,0.0,14.57,3.45,0.0
20190425:2310,0.0,0.0,0.0,14.01,3.59,0.0
20190426:0010,0.0,0.0,0.0,13.39,3.52,0.0
20190426:0110,0.0,0.0,0.0,12.87,3.72,0.0
20190426:0210,0.0,0.0,0.0,12.44,3.86,0.0
20190426:0310,0.0,0.0,0.0,11.96,3.79,0.0
20190426:0410,0.0,0.0,0.0,11.43,3.66,0.0
20190426:0510,0.0,0.0,0.0,10.9,3.52,0.0
20190426:0610,31.71,74.03,10.04,10.76,3.24,0.0
20190426:0710,226.03,299.06,21.77,12.48,2.9,0.0
20190426:0810,452.35,550.29,33.5,14.29,4.0,0.0
20190426:0910,633.21,775.76,44.85,16.03,4.07,0.0
20190426:1010,764.17,960.72,55.12,17.71,3.79,0.0
20190426:1110,821.56,1057.61,62.8,19.13,3.38,0.0
20190426:1210,845.68,1109.27,65.2,20.22,2.83,0.0
20190426:1310,804.76,1051.03,60.94,21.04,2.9,0.0
20190426:1410,689.14,895.53,52.26,21.64,2.21,0.0
20190426:1510,500.92,640.55,41.56,21.55,1.79,0.0
20190426:1610,361.43,470.11,30.04,21.46,0.9,0.0
20190426:1710,144.35,210.66,18.28,20.39,0.41,0.0
20190426:1810,14.54,30.77,6.61,18.95,1.17,0.0
20190426:1910,0.0,0.0,0.0,16.96,1.17,0.0
20190426:2010,0.0,0.0,0.0,16.01,0.55,0.0
20190426:2110,0.0,0.0,0.0,15.47,0.34,0.0
20190426:2210,0.0,0.0,0.0,13.35,1.1,0.0
20190426:2310,0.0,0.0,0.0,10.93,1.59,0.0
20190427:0010,0.0,0.0,0.0,9.91,1.93,0.0
20190427:0110,0.0,0.0,0.0,9.39,2.07,0.0
20190427:0210,0.0,0.0,0.0,9.05,2.14,0.0
20190427:0310,0.0,0.0,0.0,8.75,2.07,0.0
20190427:0410,0.0,0.0,0.0,8.42,2.07,0.0
20190427:0510,0.0,0.0,0.0,8.04,2.0,0.0
20190427:0610,33.6,75.38,10.27,8.13,1.72,0.0
20190427:0710,223.91,298.32,21.99,12.45,1.24,0.0
20190427:0810,434.22,546.89,33.73,16.08,0.83,0.0
20190427:0910,607.32,775.21,45.09,17.96,1.24,0.0
20190427:1010,731.89,949.93,55.39,19.15,1.86,0.0
20190427:1110,789.44,1038.64,63.12,19.96,2.07,0.0
20190427:1210,840.48,1106.04,65.52,20.4,2.62,0.0
20190427:1310,801.88,1049.0,61.2,20.72,2.62,0.0
20190427:1410,704.08,903.93,52.46,20.75,2.76,0.0
20190427:1510,567.92,715.4,41.73,20.41,2.9,0.0
20190427:1610,371.12,471.41,30.2,19.73,2.83,0.0
20190427:1710,153.23,227.15,18.44,18.77,2.62,0.0
20190427:1810,17.23,34.39,6.78,17.57,1.86,0.0
20190427:1910,0.0,0.0,0.0,16.41,1.17,0.0
20190427:2010,0.0,0.0,0.0,15.03,0.76,0.0
20190427:2110,0.0,0.0,0.0,14.9,0.41,0.0
20190427:2210,0.0,0.0,0.0,14.35,0.62,0.0
20190427:2310,0.0,0.0,0.0,12.63,1.1,0.0
20190428:0010,0.0,0.0,0.0,11.23,1.38,0.0
20190428:0110,0.0,0.0,0.0,10.09,1.52,0.0
20190428:0210,0.0,0.0,0.0,9.31,1.66,0.0
20190428:0310,0.0,0.0,0.0,8.75,1.72,0.0
20190428:0410,0.0,0.0,0.0,8.35,1.72,0.0
20190428:0510,0.0,0.0,0.0,8.02,1.72,0.0
20190428:0610,34.64,77.23,10.49,8.38,1.45,0.0
20190428:0710,223.74,300.26,22.21,13.51,0.76,0.0
20190428:0810,429.76,546.69,33.95,17.21,0.48,0.0
20190428:0910,600.68,769.2,45.33,18.88,1.31,0.0
20190428:1010,724.48,941.24,55.66,19.93,2.0,0.0
20190428:1110,788.93,1034.27,63.42,20.69,2.48,0.0
20190428:1210,829.25,1091.48,65.83,21.12,2.76,0.0
20190428:1310,800.51,1044.61,61.46,21.31,2.97,0.0
20190428:1410,697.78,895.26,52.66,21.22,2.97,0.0
20190428:1510,555.18,701.02,41.9,20.95,2.9,0.0
20190428:1610,360.99,459.96,30.36,20.32,2.76,0.0
20190428:1710,153.28,227.14,18.59,19.36,2.41,0.0
20190428:1810,18.47,36.2,6.94,18.17,1.52,0.0
20190428:1910,0.0,0.0,0.0,16.54,1.1,0.0
20190428:2010,0.0,0.0,0.0,15.74,0.55,0.0
20190428:2110,0.0,0.0,0.0,15.19,0.0,0.0
20190428:2210,0.0,0.0,0.0,14.65,0.55,0.0
20190428:2310,0.0,0.0,0.0,12.89,1.1,0.0
20190429:0010,0.0,0.0,0.0,11.47,1.38,0.0
20190429:0110,0.0,0.0,0.0,10.44,1.45,0.0
20190429:0210,0.0,0.0,0.0,9.63,1.59,0.0
20190429:0310,0.0,0.0,0.0,8.94,1.66,0.0
20190429:0410,0.0,0.0,0.0,8.46,1.59,0.0
20190429:0510,0.0,0.0,0.0,8.1,1.52,0.0
20190429:0610,35.46,78.09,10.71,8.81,1.31,0.0
20190429:0710,219.88,294.06,22.42,13.62,0.76,0.0
20190429:0810,397.82,496.69,34.16,16.02,1.45,0.0
20190429:0910,570.17,716.11,45.56,17.21,1.86,0.0
20190429:1010,677.81,864.46,55.92,18.29,2.28,0.0
20190429:1110,743.92,960.34,63.73,19.14,2.55,0.0
20190429:1210,769.82,998.41,66.14,19.8,2.76,0.0
20190429:1310,763.42,984.66,61.71,20.13,3.03,0.0
20190429:1410,583.12,735.61,52.86,20.07,3.17,0.0
20190429:1510,372.74,466.44,42.07,19.63,3.1,0.0
20190429:1610,321.95,407.03,30.51,18.97,2.97,0.0
20190429:1710,135.78,190.87,18.74,18.02,2.76,0.0
20190429:1810,21.96,40.73,7.1,16.69,2.55,0.0
20190429:1910,0.0,0.0,0.0,15.03,1.66,0.0
20190429:2010,0.0,0.0,0.0,14.23,1.52,0.0
20190429:2110,0.0,0.0,0.0,13.45,1.03,0.0
20190429:2210,0.0,0.0,0.0,13.29,0.48,0.0
20190429:2310,0.0,0.0,0.0,13.02,0.41,0.0
20190430:0010,0.0,0.0,0.0,11.69,0.97,0.0
20190430:0110,0.0,0.0,0.0,10.78,1.1,0.0
20190430:0210,0.0,0.0,0.0,10.36,1.1,0.0
20190430:0310,0.0,0.0,0.0,10.44,1.1,0.0
20190430:0410,0.0,0.0,0.0,10.02,1.24,0.0
20190430:0510,0.0,0.0,0.0,9.71,1.24,0.0
20190430:0610,38.38,80.56,10.92,10.11,1.03,0.0
20190430:0710,219.93,294.21,22.63,13.55,0.69,0.0
20190430:0810,424.21,536.47,34.37,15.19,0.14,0.0
20190430:0910,585.9,749.04,45.78,16.62,0.62,0.0
20190430:1010,715.35,931.25,56.18,18.25,1.31,0.0
20190430:1110,778.96,1024.13,64.02,19.5,1.86,0.0
20190430:1210,821.7,1085.33,66.44,20.27,2.21,0.0
20190430:1310,763.54,987.87,61.96,20.43,2.9,0.0
20190430:1410,683.61,865.24,53.06,20.07,3.45,0.0
20190430:1510,548.8,681.08,42.23,19.28,3.86,0.0
20190430:1610,354.13,445.52,30.66,18.11,3.1,0.0
20190430:1710,89.6,125.8,18.9,17.11,2.76,0.0
20190430:1810,22.68,41.63,7.26,16.27,2.21,0.0
20190430:1910,0.0,0.0,0.0,15.2,1.38,0.0
20190430:2010,0.0,0.0,0.0,14.45,1.03,0.0
20190430:2110,0.0,0.0,0.0,13.69,0.62,0.0
20190430:2210,0.0,0.0,0.0,13.62,0.48,0.0
20190430:2310,0.0,0.0,0.0,13.08,0.62,0.0
20190501:0010,0.0,0.0,0.0,12.76,0.62,0.0
20190501:0110,0.0,0.0,0.0,12.29,0.76,0.0
20190501:0210,0.0,0.0,0.0,11.39,0.97,0.0
20190501:0310,0.0,0.0,0.0,11.15,0.97,0.0
20190501:0410,0.0,0.0,0.0,10.77,1.17,0.0
20190501:0510,0.0,0.0,0.0,10.59,1.17,0.0
20190501:0610,41.89,82.7,11.13,10.95,1.03,0.0
20190501:0710,217.24,288.75,22.83,13.2,0.62,0.0
20190501:0810,415.72,521.03,34.58,15.02,0.69,0.0
20190501:0910,588.87,747.56,46.01,16.85,1.1,0.0
20190501:1010,708.35,914.93,56.43,18.4,1.72,0.0
20190501:1110,779.75,1017.6,64.32,19.52,2.28,0.0
20190501:1210,810.47,1061.99,66.74,20.41,2.62,0.0
20190501:1310,771.48,1003.07,62.21,20.97,2.83,0.0
20190501:1410,614.82,782.4,53.25,21.11,3.03,0.0
20190501:1510,390.85,491.78,42.4,20.65,2.9,0.0
20190501:1610,273.68,349.07,30.82,19.9,2.69,0.0
20190501:1710,114.97,160.4,19.05,18.85,2.48,0.0
20190501:1810,23.17,42.54,7.42,17.74,1.86,0.0
20190501:1910,0.0,0.0,0.0,16.05,1.79,0.0
20190501:2010,0.0,0.0,0.0,14.98,1.45,0.0
20190501:2110,0.0,0.0,0.0,13.95,1.24,0.0
20190501:2210,0.0,0.0,0.0,13.08,1.1,0.0
20190501:2310,0.0,0.0,0.0,12.25,1.24,0.0
20190502:0010,0.0,0.0,0.0,11.49,1.52,0.0
20190502:0110,0.0,0.0,0.0,11.21,1.66,0.0
20190502:0210,0.0,0.0,0.0,10.9,1.86,0.0
20190502:0310,0.0,0.0,0.0,10.79,1.79,0.0
20190502:0410,0.0,0.0,0.0,10.53,1.66,0.0
20190502:0510,0.0,0.0,0.0,10.21,1.79,0.0
20190502:0610,49.77,85.39,11.33,10.87,1.79,0.0
20190502:0710,221.9,296.04,23.03,15.1,1.79,0.0
20190502:0810,421.25,525.07,34.78,17.52,2.55,0.0
