Latitude (decimal degrees):	46.457
Longitude (decimal degrees):	11.323
Elevation (m):	231
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20160311:1210,258.74,311.68,38.85,5.97,0.69,0.0
20160311:1310,346.64,415.14,34.71,6.88,0.55,0.0
20160311:1410,433.64,519.78,28.01,7.2,0.55,0.0
20160311:1510,142.32,180.2,19.55,7.32,0.55,0.0
20160311:1610,75.65,107.71,10.0,6.91,0.41,0.0
20160311:1710,0.0,0.0,0.0,6.48,0.41,0.0
20160311:1810,0.0,0.0,0.0,5.85,0.41,0.0
20160311:1910,0.0,0.0,0.0,4.3,0.34,0.0
20160311:2010,0.0,0.0,0.0,3.85,0.34,0.0
20160311:2110,0.0,0.0,0.0,3.28,0.28,0.0
20160311:2210,0.0,0.0,0.0,2.7,0.34,0.0
20160311:2310,0.0,0.0,0.0,2.22,0.34,0.0
20160312:0010,0.0,0.0,0.0,1.78,0.41,0.0
20160312:0110,0.0,0.0,0.0,1.72,0.41,0.0
20160312:0210,0.0,0.0,0.0,1.42,0.41,0.0
20160312:0310,0.0,0.0,0.0,1.09,0.48,0.0
20160312:0410,0.0,0.0,0.0,0.61,0.55,0.0
20160312:0510,0.0,0.0,0.0,0.17,0.62,0.0
20160312:0610,16.12,30.77,5.37,-0.26,0.62,0.0
20160312:0710,262.86,317.91,15.27,1.14,0.48,0.0
20160312:0810,476.22,561.42,24.36,3.16,0.69,0.0
20160312:0910,595.32,712.25,32.05,4.5,0.83,0.0
20160312:1010,705.4,857.74,37.57,4.37,0.9,0.0
20160312:1110,745.73,921.96,40.12,5.59,0.83,0.0
20160312:1210,702.02,864.78,39.22,6.42,0.83,0.0
20160312:1310,146.99,185.16,35.05,6.91,0.83,0.0
20160312:1410,78.65,107.84,28.31,8.39,0.62,0.0
20160312:1510,99.39,131.59,19.82,8.01,0.55,0.0
20160312:1610,59.32,86.9,10.25,7.61,0.41,0.0
20160312:1710,0.0,0.0,0.0,6.89,0.41,0.0
20160312:1810,0.0,0.0,0.0,6.14,0.48,0.0
20160312:1910,0.0,0.0,0.0,4.9,0.83,0.0
20160312:2010,0.0,0.0,0.0,4.25,0.83,0.0
20160312:2110,0.0,0.0,0.0,3.65,0.83,0.0
20160312:2210,0.0,0.0,0.0,3.1,0.76,0.0
20160312:2310,0.0,0.0,0.0,2.55,0.76,0.0
20160313:0010,0.0,0.0,0.0,2.22,0.69,0.0
20160313:0110,0.0,0.0,0.0,1.86,0.69,0.0
20160313:0210,0.0,0.0,0.0,1.53,0.69,0.0
20160313:0310,0.0,0.0,0.0,1.22,0.62,0.0
20160313:0410,0.0,0.0,0.0,0.92,0.62,0.0
20160313:0510,0.0,0.0,0.0,0.72,0.62,0.0
20160313:0610,17.43,32.58,5.7,0.59,0.62,0.0
20160313:0710,287.77,347.16,15.62,1.32,0.69,0.0
20160313:0810,514.89,603.65,24.73,2.56,1.1,0.0
20160313:0910,620.57,733.93,32.43,2.75,1.17,0.0
20160313:1010,718.43,869.49,37.97,4.88,1.38,0.0
20160313:1110,584.19,695.84,40.52,5.42,1.59,0.0
20160313:1210,336.85,398.53,39.6,5.05,1.31,0.0
20160313:1310,222.25,267.28,35.39,4.46,1.17,0.0
20160313:1410,187.67,228.58,28.62,4.97,1.24,0.0
20160313:1510,142.26,177.67,20.09,4.58,1.17,0.0
20160313:1610,83.55,116.32,10.5,5.35,0.9,0.0
20160313:1710,0.0,0.0,0.0,6.56,0.69,0.0
20160313:1810,0.0,0.0,0.0,5.84,0.62,0.0
20160313:1910,0.0,0.0,0.0,4.62,0.69,0.0
20160313:2010,0.0,0.0,0.0,4.01,0.62,0.0
20160313:2110,0.0,0.0,0.0,3.26,0.62,0.0
20160313:2210,0.0,0.0,0.0,2.48,0.62,0.0
20160313:2310,0.0,0.0,0.0,1.7,0.62,0.0
20160314:0010,0.0,0.0,0.0,1.03,0.55,0.0
20160314:0110,0.0,0.0,0.0,0.62,0.48,0.0
20160314:0210,0.0,0.0,0.0,0.21,0.48,0.0
20160314:0310,0.0,0.0,0.0,-0.09,0.41,0.0
20160314:0410,0.0,0.0,0.0,-0.52,0.41,0.0
20160314:0510,0.0,0.0,0.0,-1.09,0.41,0.0
20160314:0610,17.65,32.58,6.04,-1.84,0.41,0.0
20160314:0710,286.31,342.9,15.97,-0.51,0.34,0.0
20160314:0810,489.52,576.16,25.09,1.84,0.41,0.0
20160314:0910,619.95,750.04,32.81,3.9,0.28,0.0
20160314:1010,709.47,885.9,38.37,5.25,0.07,0.0
20160314:1110,709.05,891.67,40.92,6.61,0.14,0.0
20160314:1210,574.07,706.48,39.98,7.6,0.21,0.0
20160314:1310,558.92,684.39,35.73,7.96,0.34,0.0
20160314:1410,491.43,595.5,28.92,8.05,0.41,0.0
20160314:1510,343.83,415.12,20.36,7.21,0.62,0.0
20160314:1610,147.01,199.56,10.75,6.81,0.62,0.0
20160314:1710,0.0,0.0,0.0,6.29,0.76,0.0
20160314:1810,0.0,0.0,0.0,5.45,0.69,0.0
20160314:1910,0.0,0.0,0.0,4.55,0.48,0.0
20160314:2010,0.0,0.0,0.0,3.66,0.48,0.0
20160314:2110,0.0,0.0,0.0,2.87,0.41,0.0
20160314:2210,0.0,0.0,0.0,2.17,0.41,0.0
20160314:2310,0.0,0.0,0.0,1.57,0.28,0.0
20160315:0010,0.0,0.0,0.0,1.08,0.21,0.0
20160315:0110,0.0,0.0,0.0,0.38,0.14,0.0
20160315:0210,0.0,0.0,0.0,-0.17,0.07,0.0
20160315:0310,0.0,0.0,0.0,-0.73,0.07,0.0
20160315:0410,0.0,0.0,0.0,-1.31,0.14,0.0
20160315:0510,0.0,0.0,0.0,-1.73,0.14,0.0
20160315:0610,18.34,33.49,6.38,-1.7,0.28,0.0
20160315:0710,148.81,183.4,16.31,-0.24,0.34,0.0
20160315:0810,116.86,148.0,25.45,2.16,0.48,0.0
20160315:0910,295.4,350.66,33.2,4.19,0.55,0.0
20160315:1010,215.53,260.67,38.77,4.51,0.69,0.0
20160315:1110,255.2,307.04,41.32,5.48,0.76,0.0
20160315:1210,387.36,460.87,40.35,5.56,0.76,0.0
20160315:1310,154.19,192.69,36.07,5.92,0.62,0.0
20160315:1410,140.51,177.06,29.22,5.85,0.55,0.0
20160315:1510,74.92,102.17,20.63,5.17,0.55,0.0
20160315:1610,51.2,74.91,11.0,3.15,0.76,0.0
20160315:1710,0.0,0.0,0.0,2.9,0.83,0.0
20160315:1810,0.0,0.0,0.0,1.66,0.9,0.0
20160315:1910,0.0,0.0,0.0,1.12,0.9,0.0
20160315:2010,0.0,0.0,0.0,1.06,0.9,0.0
20160315:2110,0.0,0.0,0.0,0.98,0.83,0.0
20160315:2210,0.0,0.0,0.0,0.54,0.69,0.0
20160315:2310,0.0,0.0,0.0,-0.05,0.55,0.0
20160316:0010,0.0,0.0,0.0,-0.59,0.55,0.0
20160316:0110,0.0,0.0,0.0,-0.9,0.62,0.0
20160316:0210,0.0,0.0,0.0,-1.31,0.69,0.0
20160316:0310,0.0,0.0,0.0,-1.71,0.69,0.0
20160316:0410,0.0,0.0,0.0,-1.88,0.62,0.0
20160316:0510,0.0,0.0,0.0,-2.0,0.62,0.0
20160316:0610,17.66,32.58,6.72,-1.91,0.55,0.0
20160316:0710,101.22,129.35,16.66,-0.96,0.28,0.0
20160316:0810,298.82,348.01,25.82,-0.11,0.34,0.0
20160316:0910,481.31,561.49,33.58,0.34,0.41,0.0
20160316:1010,651.34,780.94,39.17,2.1,0.62,0.0
20160316:1110,704.63,853.75,41.72,2.78,0.76,0.0
20160316:1210,631.73,757.53,40.73,3.3,0.83,0.0
20160316:1310,559.14,663.72,36.41,3.46,0.83,0.0
20160316:1410,174.84,213.16,29.52,3.29,0.83,0.0
20160316:1510,127.35,160.17,20.9,3.11,0.76,0.0
20160316:1610,91.23,124.51,11.24,3.69,0.62,0.0
20160316:1710,0.0,0.0,0.0,3.59,0.28,0.0
20160316:1810,0.0,0.0,0.0,2.86,0.34,0.0
20160316:1910,0.0,0.0,0.0,2.18,0.34,0.0
20160316:2010,0.0,0.0,0.0,1.82,0.28,0.0
20160316:2110,0.0,0.0,0.0,1.4,0.28,0.0
20160316:2210,0.0,0.0,0.0,1.0,0.28,0.0
20160316:2310,0.0,0.0,0.0,0.51,0.28,0.0
20160317:0010,0.0,0.0,0.0,0.12,0.28,0.0
20160317:0110,0.0,0.0,0.0,-0.62,0.34,0.0
20160317:0210,0.0,0.0,0.0,-1.28,0.34,0.0
20160317:0310,0.0,0.0,0.0,-1.94,0.34,0.0
20160317:0410,0.0,0.0,0.0,-2.77,0.34,0.0
20160317:0510,0.0,0.0,0.0,-2.98,0.34,0.0
20160317:0610,21.35,37.11,7.06,-3.09,0.34,0.0
20160317:0710,315.17,376.05,17.01,-0.63,0.34,0.0
20160317:0810,520.92,614.19,26.19,1.42,0.34,0.0
20160317:0910,655.79,793.83,33.97,3.19,0.34,0.0
20160317:1010,745.95,926.63,39.57,4.72,0.41,0.0
20160317:1110,777.63,969.26,42.11,5.24,0.69,0.0
20160317:1210,747.79,923.8,41.1,5.39,0.83,0.0
20160317:1310,682.53,832.98,36.75,5.65,0.83,0.0
20160317:1410,568.33,679.08,29.81,5.38,0.97,0.0
20160317:1510,379.03,453.08,21.16,5.63,0.9,0.0
20160317:1610,163.4,219.73,11.49,6.41,0.76,0.0
20160317:1710,0.0,0.0,0.0,6.53,0.62,0.0
20160317:1810,0.0,0.0,0.0,5.7,0.34,0.0
20160317:1910,0.0,0.0,0.0,4.82,0.34,0.0
20160317:2010,0.0,0.0,0.0,3.82,0.21,0.0
20160317:2110,0.0,0.0,0.0,2.85,0.21,0.0
20160317:2210,0.0,0.0,0.0,1.94,0.28,0.0
20160317:2310,0.0,0.0,0.0,1.15,0.34,0.0
20160318:0010,0.0,0.0,0.0,0.44,0.34,0.0
20160318:0110,0.0,0.0,0.0,-0.04,0.34,0.0
20160318:0210,0.0,0.0,0.0,-0.54,0.34,0.0
20160318:0310,0.0,0.0,0.0,-1.0,0.34,0.0
20160318:0410,0.0,0.0,0.0,-1.44,0.41,0.0
20160318:0510,0.0,0.0,0.0,-1.77,0.41,0.0
20160318:0610,19.77,35.3,7.4,-1.74,0.41,0.0
20160318:0710,317.54,380.85,17.36,0.71,0.34,0.0
20160318:0810,523.03,623.88,26.55,4.18,0.48,0.0
20160318:0910,652.53,799.1,34.35,6.6,0.62,0.0
20160318:1010,747.7,937.54,39.97,7.32,0.62,0.0
20160318:1110,775.56,988.12,42.51,9.19,0.69,0.0
20160318:1210,746.49,941.69,41.48,9.21,0.83,0.0
20160318:1310,682.37,849.26,37.08,9.58,0.9,0.0
20160318:1410,556.73,681.73,30.11,10.23,0.9,0.0
20160318:1510,386.99,474.88,21.43,10.9,0.83,0.0
20160318:1610,163.54,224.3,11.73,10.74,0.62,0.0
20160318:1710,0.0,0.0,0.0,10.09,0.41,0.0
20160318:1810,0.0,0.0,0.0,8.95,0.34,0.0
20160318:1910,0.0,0.0,0.0,7.56,0.34,0.0
20160318:2010,0.0,0.0,0.0,6.26,0.41,0.0
20160318:2110,0.0,0.0,0.0,4.98,0.55,0.0
20160318:2210,0.0,0.0,0.0,3.83,0.62,0.0
20160318:2310,0.0,0.0,0.0,2.77,0.62,0.0
20160319:0010,0.0,0.0,0.0,1.83,0.62,0.0
20160319:0110,0.0,0.0,0.0,0.9,0.62,0.0
20160319:0210,0.0,0.0,0.0,0.1,0.62,0.0
20160319:0310,0.0,0.0,0.0,-0.47,0.62,0.0
20160319:0410,0.0,0.0,0.0,-0.82,0.62,0.0
20160319:0510,0.0,0.0,0.0,-1.07,0.55,0.0
20160319:0610,21.85,38.01,7.74,-0.99,0.55,0.0
20160319:0710,313.76,376.96,17.72,1.52,0.41,0.0
20160319:0810,513.52,614.16,26.92,4.91,0.48,0.0
20160319:0910,650.45,802.85,34.74,7.26,0.41,0.0
20160319:1010,753.11,961.46,40.37,8.94,0.34,0.0
20160319:1110,790.82,1019.44,42.91,9.98,0.55,0.0
20160319:1210,764.57,973.68,41.85,10.28,0.83,0.0
20160319:1310,694.35,872.03,37.42,10.6,0.83,0.0
20160319:1410,573.2,705.76,30.41,10.94,0.9,0.0
20160319:1510,395.31,485.59,21.69,11.05,0.83,0.0
20160319:1610,166.74,228.69,11.98,11.1,0.69,0.0
20160319:1710,0.0,0.0,0.0,10.45,0.55,0.0
20160319:1810,0.0,0.0,0.0,9.55,0.41,0.0
20160319:1910,0.0,0.0,0.0,8.41,0.28,0.0
20160319:2010,0.0,0.0,0.0,7.08,0.21,0.0
20160319:2110,0.0,0.0,0.0,5.71,0.28,0.0
20160319:2210,0.0,0.0,0.0,4.52,0.28,0.0
20160319:2310,0.0,0.0,0.0,3.51,0.28,0.0
20160320:0010,0.0,0.0,0.0,2.67,0.28,0.0
20160320:0110,0.0,0.0,0.0,2.0,0.34,0.0
20160320:0210,0.0,0.0,0.0,1.37,0.34,0.0
20160320:0310,0.0,0.0,0.0,0.88,0.34,0.0
20160320:0410,0.0,0.0,0.0,0.53,0.34,0.0
20160320:0510,0.0,0.0,0.0,0.19,0.41,0.0
20160320:0610,26.82,44.35,8.08,0.04,0.34,0.0
20160320:0710,320.77,387.58,18.07,2.47,0.21,0.0
20160320:0810,530.76,642.34,27.29,5.71,0.14,0.0
20160320:0910,679.2,843.2,35.13,7.76,0.48,0.0
20160320:1010,782.68,984.58,40.77,7.7,0.83,0.0
20160320:1110,830.02,1043.94,43.31,7.0,1.1,0.0
20160320:1210,806.3,1004.64,42.23,7.42,1.38,0.0
20160320:1310,723.07,887.2,37.75,7.32,1.31,0.0
20160320:1410,592.49,713.71,30.7,7.3,1.24,0.0
20160320:1510,353.4,424.23,21.96,7.17,1.17,0.0
20160320:1610,130.42,175.97,12.22,7.76,1.03,0.0
20160320:1710,0.0,0.0,0.0,8.27,0.97,0.0
20160320:1810,0.0,0.0,0.0,8.15,0.9,0.0
20160320:1910,0.0,0.0,0.0,7.53,0.83,0.0
20160320:2010,0.0,0.0,0.0,6.68,0.69,0.0
20160320:2110,0.0,0.0,0.0,5.81,0.48,0.0
20160320:2210,0.0,0.0,0.0,5.17,0.41,0.0
20160320:2310,0.0,0.0,0.0,4.57,0.28,0.0
20160321:0010,0.0,0.0,0.0,4.15,0.21,0.0
20160321:0110,0.0,0.0,0.0,3.58,0.14,0.0
20160321:0210,0.0,0.0,0.0,2.96,0.07,0.0
20160321:0310,0.0,0.0,0.0,2.34,0.14,0.0
20160321:0410,0.0,0.0,0.0,1.77,0.14,0.0
20160321:0510,0.0,0.0,0.0,1.48,0.21,0.0
20160321:0610,34.08,53.4,8.42,1.3,0.21,0.0
20160321:0710,301.09,362.82,18.42,2.44,0.28,0.0
20160321:0810,517.77,618.39,27.65,4.57,0.48,0.0
20160321:0910,663.77,817.54,35.51,6.41,0.41,0.0
20160321:1010,763.25,968.47,41.17,7.82,0.41,0.0
20160321:1110,815.81,1033.27,43.71,7.03,0.76,0.0
20160321:1210,802.0,1007.9,42.6,6.96,0.9,0.0
20160321:1310,682.17,843.52,38.08,8.33,0.9,0.0
20160321:1410,555.35,672.91,30.99,8.36,0.97,0.0
20160321:1510,156.32,196.6,22.22,8.21,0.97,0.0
20160321:1610,142.98,191.52,12.46,7.31,1.1,0.0
20160321:1710,0.0,0.0,0.0,5.83,1.03,0.0
20160321:1810,0.0,0.0,0.0,6.71,0.9,0.0
20160321:1910,0.0,0.0,0.0,6.2,0.55,0.0
20160321:2010,0.0,0.0,0.0,5.4,0.41,0.0
20160321:2110,0.0,0.0,0.0,4.73,0.28,0.0
20160321:2210,0.0,0.0,0.0,4.08,0.21,0.0
20160321:2310,0.0,0.0,0.0,3.53,0.21,0.0
20160322:0010,0.0,0.0,0.0,3.11,0.28,0.0
20160322:0110,0.0,0.0,0.0,2.82,0.28,0.0
20160322:0210,0.0,0.0,0.0,2.57,0.34,0.0
20160322:0310,0.0,0.0,0.0,2.21,0.48,0.0
20160322:0410,0.0,0.0,0.0,1.92,0.62,0.0
20160322:0510,0.0,0.0,0.0,1.31,0.76,0.0
20160322:0610,30.42,48.87,8.76,0.9,0.76,0.0
20160322:0710,336.43,401.28,18.77,1.3,0.83,0.0
20160322:0810,550.88,651.28,28.02,3.38,0.97,0.0
20160322:0910,687.36,833.81,35.9,5.1,0.97,0.0
20160322:1010,778.91,973.24,41.57,6.53,0.83,0.0
20160322:1110,807.47,1036.63,44.11,8.22,0.48,0.0
20160322:1210,776.28,997.28,42.97,8.91,0.34,0.0
20160322:1310,706.55,891.66,38.41,9.55,0.48,0.0
20160322:1410,582.5,718.49,31.28,9.83,0.55,0.0
20160322:1510,401.88,492.59,22.48,9.94,0.55,0.0
20160322:1610,177.53,241.24,12.7,9.48,0.41,0.0
20160322:1710,2.37,10.86,2.47,8.81,0.48,0.0
20160322:1810,0.0,0.0,0.0,7.9,0.62,0.0
20160322:1910,0.0,0.0,0.0,7.09,0.76,0.0
20160322:2010,0.0,0.0,0.0,6.15,0.83,0.0
20160322:2110,0.0,0.0,0.0,5.24,0.9,0.0
20160322:2210,0.0,0.0,0.0,4.46,0.9,0.0
20160322:2310,0.0,0.0,0.0,3.74,0.97,0.0
20160323:0010,0.0,0.0,0.0,3.09,0.97,0.0
20160323:0110,0.0,0.0,0.0,2.58,1.03,0.0
20160323:0210,0.0,0.0,0.0,1.92,1.03,0.0
20160323:0310,0.0,0.0,0.0,1.46,1.03,0.0
20160323:0410,0.0,0.0,0.0,0.98,1.03,0.0
20160323:0510,0.0,0.0,0.0,0.42,1.1,0.0
20160323:0610,26.1,43.44,9.11,0.11,1.1,0.0
20160323:0710,348.16,409.17,19.12,-0.57,1.52,0.0
20160323:0810,544.62,627.85,28.39,0.28,1.72,0.0
20160323:0910,700.87,825.25,36.29,3.85,2.55,0.0
20160323:1010,810.24,969.79,41.97,4.77,2.83,0.0
20160323:1110,869.21,1052.34,44.51,5.25,2.83,0.0
20160323:1210,849.36,1026.81,43.34,5.61,2.83,0.0
20160323:1310,764.23,912.85,38.74,5.49,2.69,0.0
20160323:1410,618.41,730.1,31.57,6.46,2.69,0.0
20160323:1510,420.48,497.66,22.74,6.02,2.34,0.0
20160323:1610,178.9,235.98,12.94,5.02,1.79,0.0
20160323:1710,3.48,12.67,2.7,3.75,1.52,0.0
20160323:1810,0.0,0.0,0.0,1.71,1.38,0.0
20160323:1910,0.0,0.0,0.0,0.96,1.31,0.0
20160323:2010,0.0,0.0,0.0,1.61,1.17,0.0
20160323:2110,0.0,0.0,0.0,1.7,1.03,0.0
20160323:2210,0.0,0.0,0.0,1.46,0.83,0.0
20160323:2310,0.0,0.0,0.0,1.23,0.62,0.0
20160324:0010,0.0,0.0,0.0,1.08,0.48,0.0
20160324:0110,0.0,0.0,0.0,0.99,0.55,0.0
20160324:0210,0.0,0.0,0.0,0.84,0.55,0.0
20160324:0310,0.0,0.0,0.0,0.68,0.69,0.0
20160324:0410,0.0,0.0,0.0,0.55,0.69,0.0
20160324:0510,0.0,0.0,0.0,0.4,0.83,0.0
20160324:0610,23.14,39.82,9.45,0.37,0.76,0.0
20160324:0710,352.46,418.93,19.47,1.09,0.97,0.0
20160324:0810,567.59,669.14,28.76,3.14,1.17,0.0
20160324:0910,712.55,858.67,36.67,5.15,1.52,0.0
20160324:1010,810.65,999.16,42.37,6.26,1.59,0.0
20160324:1110,842.17,1055.57,44.91,7.15,1.38,0.0
20160324:1210,816.01,1022.03,43.71,7.71,1.31,0.0
20160324:1310,739.13,914.87,39.07,8.21,1.24,0.0
20160324:1410,604.34,732.43,31.86,8.23,1.24,0.0
20160324:1510,414.83,500.28,22.99,7.9,1.17,0.0
20160324:1610,189.18,253.94,13.18,7.67,0.97,0.0
20160324:1710,3.92,13.58,2.93,7.04,0.9,0.0
20160324:1810,0.0,0.0,0.0,6.65,0.9,0.0
20160324:1910,0.0,0.0,0.0,5.81,0.76,0.0
20160324:2010,0.0,0.0,0.0,4.99,0.69,0.0
20160324:2110,0.0,0.0,0.0,4.25,0.55,0.0
20160324:2210,0.0,0.0,0.0,3.62,0.48,0.0
20160324:2310,0.0,0.0,0.0,3.12,0.41,0.0
20160325:0010,0.0,0.0,0.0,2.63,0.34,0.0
20160325:0110,0.0,0.0,0.0,2.02,0.34,0.0
20160325:0210,0.0,0.0,0.0,1.91,0.28,0.0
20160325:0310,0.0,0.0,0.0,1.72,0.21,0.0
20160325:0410,0.0,0.0,0.0,1.37,0.21,0.0
20160325:0510,0.0,0.0,0.0,1.21,0.21,0.0
20160325:0610,9.39,21.72,9.79,1.2,0.21,0.0
20160325:0710,99.76,129.42,19.82,2.86,0.41,0.0
20160325:0810,343.85,404.31,29.12,3.61,0.9,0.0
20160325:0910,430.45,508.52,37.06,5.25,1.24,0.0
20160325:1010,483.15,573.99,42.77,5.69,1.31,0.0
20160325:1110,548.36,656.26,45.3,6.15,1.38,0.0
20160325:1210,661.34,800.29,44.08,5.93,1.38,0.0
20160325:1310,446.23,528.72,39.4,5.9,1.38,0.0
20160325:1410,499.39,591.04,32.15,5.62,1.38,0.0
20160325:1510,322.93,384.31,23.25,5.42,1.31,0.0
20160325:1610,82.18,112.07,13.42,4.59,0.97,0.0
20160325:1710,0.0,2.72,3.16,3.96,0.76,0.0
20160325:1810,0.0,0.0,0.0,4.17,0.62,0.0
20160325:1910,0.0,0.0,0.0,3.82,0.69,0.0
20160325:2010,0.0,0.0,0.0,3.58,0.55,0.0
20160325:2110,0.0,0.0,0.0,3.23,0.41,0.0
20160325:2210,0.0,0.0,0.0,3.07,0.34,0.0
20160325:2310,0.0,0.0,0.0,2.84,0.34,0.0
20160326:0010,0.0,0.0,0.0,2.64,0.34,0.0
20160326:0110,0.0,0.0,0.0,2.42,0.41,0.0
20160326:0210,0.0,0.0,0.0,2.12,0.41,0.0
20160326:0310,0.0,0.0,0.0,1.82,0.48,0.0
20160326:0410,0.0,0.0,0.0,1.48,0.55,0.0
20160326:0510,0.0,0.0,0.0,1.37,0.55,0.0
20160326:0610,28.05,46.16,10.13,1.83,0.48,0.0
20160326:0710,311.96,374.24,20.17,3.0,0.55,0.0
20160326:0810,489.99,584.08,29.49,4.9,0.55,0.0
20160326:0910,721.51,888.67,37.44,6.44,0.83,0.0
20160326:1010,807.44,1005.71,43.17,7.69,1.45,0.0
20160326:1110,721.0,893.3,45.7,8.37,1.31,0.0
20160326:1210,805.22,1020.54,44.45,9.23,1.1,0.0
20160326:1310,739.1,930.69,39.73,9.96,0.9,0.0
20160326:1410,604.68,745.81,32.43,10.51,0.9,0.0
20160326:1510,419.92,514.76,23.51,10.62,0.9,0.0
20160326:1610,189.2,257.67,13.66,10.87,0.76,0.0
20160326:1710,6.0,17.2,3.39,10.28,0.69,0.0
20160326:1810,0.0,0.0,0.0,9.65,0.55,0.0
20160326:1910,0.0,0.0,0.0,8.34,0.48,0.0
20160326:2010,0.0,0.0,0.0,7.45,0.48,0.0
20160326:2110,0.0,0.0,0.0,6.64,0.41,0.0
20160326:2210,0.0,0.0,0.0,5.93,0.34,0.0
20160326:2310,0.0,0.0,0.0,5.1,0.34,0.0
20160327:0010,0.0,0.0,0.0,4.34,0.34,0.0
20160327:0110,0.0,0.0,0.0,3.19,0.41,0.0
20160327:0210,0.0,0.0,0.0,2.5,0.41,0.0
20160327:0310,0.0,0.0,0.0,1.87,0.41,0.0
20160327:0410,0.0,0.0,0.0,1.38,0.41,0.0
20160327:0510,0.0,0.0,0.0,1.09,0.41,0.0
20160327:0610,44.77,66.07,10.47,1.34,0.34,0.0
20160327:0710,318.9,384.33,20.52,3.45,0.21,0.0
20160327:0810,314.63,377.28,29.85,6.23,0.28,0.0
20160327:0910,611.53,748.93,37.83,8.29,0.83,0.0
20160327:1010,743.87,933.62,43.57,9.8,1.17,0.0
20160327:1110,777.96,985.14,46.09,10.88,1.38,0.0
20160327:1210,749.4,946.09,44.82,11.62,1.45,0.0
20160327:1310,590.03,727.16,40.05,11.79,1.45,0.0
20160327:1410,502.11,611.67,32.72,11.59,1.45,0.0
20160327:1510,408.84,495.22,23.76,9.46,1.45,0.0
20160327:1610,188.89,252.77,13.89,8.34,1.31,0.0
20160327:1710,6.12,17.2,3.62,7.07,1.31,0.0
20160327:1810,0.0,0.0,0.0,6.41,1.24,0.0
20160327:1910,0.0,0.0,0.0,5.54,1.1,0.0
20160327:2010,0.0,0.0,0.0,5.86,0.97,0.0
20160327:2110,0.0,0.0,0.0,5.82,0.9,0.0
20160327:2210,0.0,0.0,0.0,5.47,0.83,0.0
20160327:2310,0.0,0.0,0.0,5.24,0.69,0.0
20160328:0010,0.0,0.0,0.0,5.02,0.69,0.0
20160328:0110,0.0,0.0,0.0,5.1,0.69,0.0
20160328:0210,0.0,0.0,0.0,4.91,0.55,0.0
20160328:0310,0.0,0.0,0.0,4.8,0.62,0.0
20160328:0410,0.0,0.0,0.0,4.64,0.62,0.0
20160328:0510,0.0,0.0,0.0,4.57,0.76,0.0
20160328:0610,21.26,38.01,10.81,4.34,0.83,0.0
20160328:0710,68.07,93.65,20.87,3.83,1.38,0.0
20160328:0810,304.31,360.37,30.21,5.25,1.45,0.0
20160328:0910,482.6,572.11,38.21,6.09,1.52,0.0
20160328:1010,447.21,532.43,43.97,7.21,1.72,0.0
20160328:1110,367.26,438.96,46.49,7.62,1.66,0.0
20160328:1210,338.8,405.97,45.18,8.03,1.72,0.0
20160328:1310,408.2,489.06,40.37,8.93,1.72,0.0
20160328:1410,182.99,227.19,33.0,8.88,1.59,0.0
20160328:1510,157.24,197.66,24.01,8.4,1.24,0.0
20160328:1610,79.36,109.73,14.13,7.78,1.1,0.0
20160328:1710,3.93,13.58,3.85,6.74,0.97,0.0
20160328:1810,0.0,0.0,0.0,5.95,0.9,0.0
20160328:1910,0.0,0.0,0.0,5.87,0.76,0.0
20160328:2010,0.0,0.0,0.0,5.53,0.69,0.0
20160328:2110,0.0,0.0,0.0,5.11,0.55,0.0
20160328:2210,0.0,0.0,0.0,4.63,0.55,0.0
20160328:2310,0.0,0.0,0.0,3.96,0.55,0.0
20160329:0010,0.0,0.0,0.0,3.31,0.48,0.0
20160329:0110,0.0,0.0,0.0,2.91,0.48,0.0
20160329:0210,0.0,0.0,0.0,2.56,0.48,0.0
20160329:0310,0.0,0.0,0.0,1.92,0.48,0.0
20160329:0410,0.0,0.0,0.0,1.61,0.48,0.0
20160329:0510,0.0,0.0,0.0,0.85,0.48,0.0
20160329:0610,48.71,70.59,11.15,1.09,0.41,0.0
20160329:0710,358.11,430.5,21.22,3.01,0.28,0.0
20160329:0810,558.3,676.67,30.58,6.15,0.34,0.0
20160329:0910,715.3,888.69,38.59,8.43,0.9,0.0
20160329:1010,780.01,982.46,44.36,10.15,1.38,0.0
20160329:1110,665.42,825.28,46.88,11.19,1.66,0.0
20160329:1210,693.03,863.23,45.55,11.63,1.72,0.0
20160329:1310,586.12,718.55,40.7,11.92,1.86,0.0
20160329:1410,600.29,736.1,33.28,11.96,1.72,0.0
20160329:1510,392.52,479.51,24.26,11.49,1.52,0.0
20160329:1610,139.2,187.11,14.36,10.59,1.24,0.0
20160329:1710,7.2,19.01,4.08,8.98,1.17,0.0
20160329:1810,0.0,0.0,0.0,7.94,1.1,0.0
20160329:1910,0.0,0.0,0.0,8.61,0.97,0.0
20160329:2010,0.0,0.0,0.0,8.01,0.97,0.0
20160329:2110,0.0,0.0,0.0,7.55,0.83,0.0
20160329:2210,0.0,0.0,0.0,7.16,0.76,0.0
20160329:2310,0.0,0.0,0.0,6.72,0.76,0.0
20160330:0010,0.0,0.0,0.0,6.3,0.69,0.0
